ar,cz,norm,cat_id,root_id,stem,stem_vowel,plural,masdar,val,transcription,meaning_variant,synonyms_ids,tags_ids,examples_ids,source_ids,disabled
أَثْرٌ (آثَارٌ),"stopa, pamětihodnost, památka",,[9],1,,,,,,,,,[24],,[20],false
آلَةٌ,stroj,,[9],2,,,,,,,,,[24],,[20],false
بَعِيدٌ (من بَعِيدٍ),vzdálený,,[1],3,,,,,,,,,,,[20],false
تَابُوتٌ (تَوَابِيتُ),rakev,,[9],4,,,,,,tābūtun tawābītu,,,[24],,[20],false
جِرَاحِيٌّ,chirurgický,,[1],5,,,,,,,,,,,[20],false
جَيِّداً,dobře,,[2],6,,,,,,,,,,,[20],false
حُجْرةٌ (حُجَرٌ),pokoj,,[9],7,,,,,,,,,[14],,[20],false
حَدِيقَةٌ (حَدَائِقُ),zahrada,,[9],8,,,,,,,,,"[14,41]",,[20],false
حَضَارَةٌ,"civilizace, kultura",,[9],9,,,,,,,,,[24],,[20],false
حَيْثَ,"kde (vztažná spojka); neboť, protože",,[8],10,,,,,,ḥajṯu,,,[48],,"[1,18,20]",false
حَيَوَانٌ (ات),"""zvíře, """"živočich""""""",,[9],11,,,,,,,,,[64],,[20],false
خَالِصٌ,ryzí,,[1],12,,,,,,,,,,,[20],false
خَشَبٌ,dřevo,,[9],13,,,,,,,,,"[37,64]",,[20],false
مُخْتَلِفٌ,"různý, rozličný, rozdílný",,[1],14,,,,,,,,,[35],,[20],false
رَئِيسِيُّ,hlavní,,[1],15,,,,,,,,,,,[20],false
رَجُلٌ (رِجَالٌ),muž,,[9],16,,,,,,,,,[33],,[20],false
صَخْرِيٌّ,skalnatý,,[1],17,,,,,,,,,"[37,48]",,"[1,20]",false
مَصْنُوعٌ,"vyrobený, zhotovený",,[1],18,,,,,,,,,,,[20],false
مَعْبَدٌ (مَعَابِدُ),chrám,,[9],19,,,,,,maʿbadun maʿābidu,,,"[9,24]",,[20],false
مِعْمَارٌ,architektura,,[9],20,,,,,,,,,"[7,9,24,78]",,[20],false
عَمَلٌ (أَعْمَالٌ),práce (na),,[9],21,,,,,على,,,,[60],,[20],false
مَقْبَرةٌ (مَقَابِرُ),hrobka,,[9],22,,,,,,,,,"[9,24]",,[20],false
قِمَّةٌ (قِمَمٌ),"vrcholek, špička",,[9],23,,,,,,,,,[48],,"[1,20]",false
كَذلِكَ,rovněž,,[2],24,,,,,,,,,,,[20],false
مَنْزِلٌ (مَنَازِلُ),"dům, domov",,[9],25,,,,,,,,,"[9,14]",,[20],false
وَاسِعٌ,"široký, rozlehlý, rozsáhlý",,[1],26,,,,,,,,"عَرِيضٌ، فَسِيحٌ (volný, velký)",,,[20],false
هَرَمٌ (أَهْرَامٌ),pyramida,,[9],27,,,,,,,,,"[9,24,48]",,"[1,20]",false
قَيِّمٌ,"cenný, hodnotný",,[1],28,,,,,,,,,,,[20],false
مَعْرُوفٌ,"proslulý, známý",,[1],29,,,,,,,,,[48],,"[1,20]",false
ضَيْفٌ (ضُيُوفٌ),host,,[9],30,,,,,,ḍajfun ḍujūfun,,,[33],,[20],false
فَتَاةٌ (فَتَيَاتٌ),mladé ženy,,[9],31,,,,,,,,,[33],,[20],false
وَلَدٌ (أَوْلاَدُ),mladý chlapec,,[9],32,,,,,,,,,[33],,[20],false
سُؤَالٌ (أَسئِلَةُ),otázka,,[9],33,,,,,,,,,[50],,[20],false
إِجَابَةٌ (ات),odpověď,,[9],34,,,,,,,,رَدٌّ (رُدُودٌ)، جَوَابٌ (أَجْوِبَةٌ),"[48,50]",,"[1,11,20]",false
سَهْلٌ,snadný,,[1],35,,,,,,,,,,,[20],false
صَحِيحٌ,"správný, správně",,[1],36,,,,,,ṣaḥīḥun,,,,,"[13,20]",false
مُشْكِلةٌ (مَشَاكِلُ),problém,,[9],37,,,,,,,,,[50],,[20],false
قَامُوسٌ (قَوَامِيسُ),"slovník; lexikon, registr",,[9],38,,,,,,qāmūsun (qawāmīsu),,,"[29,62,89]",,"[1,13,20]",false
صَحْفِيّ (ون),novinář,,[9],39,,,,,,,,,[60],,[20],false
مَكَانٌ (أَمَاكِنُ),místo,,[9],40,,,,,,makānun amākinu,,,[39],,[20],false
"تُرْكِيٌ (أَتْرَاكٌ, تُركٌ)","turek, Turecký",,[1],41,,,,,,,,,"[18,74]",,[20],false
صَدَرَ (ـُ) صُدُورٌ {1},"vyjít, být vydán (kniha)",,[7],42,[7],,,,,ṣadara jaṣduru,,,,,"[13,20]",false
حَجَزَ,"zarezervovat, zamluvit (něco)",,[7],43,[7],,,,هـ,,,,,,[20],false
مُفِيدٌ,"užitečný, prospěšný",,[1],44,,,,,,mufīdun,,,,,"[13,20]",false
إِرْهَابِيٌّ,"terorista, teroristický",,[1],45,,,,,,,,,[60],,[20],false
مُمتَازٌ,"výborný, vynikající",,[1],46,,,,,,,,,,,[20],false
شَرقِيٌ,"východní, orientální",,[1],47,,,,,,,,,,,[20],false
مُضِيفَةٌ,stewardka (hosteska),,[9],30,,,,,,muḍīfatun,,,"[48,60]",,"[1,20]",false
مُوَظَّفٌ,zaměstnaný,,[1],48,,,,,,,,,[48],,"[1,20]",false
الخُطُوطُ الجَوِيَةُ,aerolinie (letecké linky),,[5],49,,,,,,,,,"[48,50,73]",,"[1,20]",false
وَفْدٌ (وُفُودٌ),delegace,,[9],50,,,,,,wafd wufūd,,,"[46,48]",,"[1,20]",false
مَطْعَمٌ (مَطَاعِمُ),restaurace,,[9],51,,,,,,,,,"[9,41,46]",,[20],false
زِرَاعِيٌّ,zemědělský,,[1],52,,,,,,,,,,,[20],false
الخَارِجُ,"zahraničí, cizina",,[9],53,,,,,,,,,[39],,[20],false
خَبَرٌ (أَخْبَارٌ),zpráva,,[9],54,,,,,,,,,[61],,[20],false
عَامِلٌ (عَامِلُونَ),pracovník,,[9],21,,,,,,ʿāmilun (ʿāmilūna),,,"[33,48,60]",,"[1,20]",false
"قَلِيلٌ (قَلاَئِلُ , قِلاَلٌ)","malý, nepočetný",,[1],55,,,,,,,,,[48],,"[1,20]",false
لَيلٌ (لَيَالٍ),noc,,[9],56,,,,,,,,,[86],,[20],false
وَجَدَ (ـِ/يَجِدُ) وُجُودٌ,"najít něco, někoho, zjistit něco",,[7],57,[7],,,,"هـ, ه (عن)",waǧada (jaǧidu) wuǧūdun,,,"[6,67]",,[20],false
أَخَذَ,vzít něco,,[7],58,[7],,,,هـ,,,,"[6,67]",,[20],false
طَلَبَ (ـُ) طَلَبٌ/طَلَبَاتٌ,žádat (něco),,[7],59,[7],,,,هـ,,,,,,[20],false
قَرَأَ (ـَـ),číst něco,,[7],60,[7],,,,هـ,,,,[67],,[20],false
نَزَلَ,ubytovat se v,,[7],25,[7],,,,في,,,,[35],,[20],false
شَكَرَ,poděkovat někomu za něco,,[7],61,[7],,,,ه على,,,,,,[20],false
وَضَعَ (ـَ) وَضْعُ,"položit, umístit (1); dát něco někam (2); vytvořit, vypracovat (3); porodit (4)",,[7],62,[7],,,,هـ,,,,"[6,67]",,[20],false
بَعَثَ (ـَ) بَعْثٌ,poslat někomu něco,,[7],63,[7],,,,إلى/لِـ بِـ,baʿaṯa (jabʿaṯu) baʿṯun,,,,بعث الأستاذ لي/إليَّ بكتابٍ ممتعة.,[20],false
رَكِبَ,svézt se něčím,,[7],64,[7],,,,هـ,,,,,,[20],false
سَأَلَ (ـَـ) سؤال/مسألة,zeptat se někoho na něco,,[7],33,[7],,,,ه عن,,,,"[5,67]",سألت سكاناً عن طريقِ.,[20],false
أَكَلَ,sníst něco,,[7],65,[7],,,,هـ,,,,"[6,67]",,[20],false
خَاطَبَ,"oslovit koho, obrátit se na koho",,[7],66,[3],,,,,ḫāṭaba,,,,,"[13,20]",false
إمرَأَةٌ (نِسَاءُ),žena,,[9],67,,,,,,,,,[33],,[20],false
مُعَسكرٌ,tábor,,[9],68,,,,,,,,,[39],,[20],false
خِلاَلَ,během,,[6],69,,,,,,,,,,,[20],false
إجَازَةٌ,dovolená,,[9],70,,,,,,iǧāzatun,,,[20],,"[13,20]",false
وَحدَ,"sám, sami",,[2],71,,,,,+ zájmenná přípona,,,,[50],وحدها، وحدهم,[20],false
مِنحَةٌ (منَحٌ),stipendium,,[9],72,,,,,,minhatun (minahun),,,[89],,"[13,20]",false
إِقَامَةٌ {1},"pobyt (1); pořádání, uspořádání (2)",,[9],73,,,,,,iqāmatun,,,"[20,89]",,"[20,24]",false
دِرَاسِيٌ,studijní,,[1],74,,,,,,,,,[89],,[20],false
مَعْهَدٌ (مَعَاهِدُ),ústav,,[9],75,,,,,,maʿhadun (maʿāhidu),,,"[9,89]",,"[13,20]",false
أَنَّ,že,,[8],76,,,,,akuzativ podmětu +,anna,,,,,[20],false
بِالنِسبَةِ لِـ,pro; pokud jde o ...,,[8],77,,,,,,bi-n-nisbati li...,,,,,"[13,20,27]",false
حَالِيٌّ,současný,,[1],78,,,,,,ḥālījun,,رَاهِنٌ، مُعَاصِرٌ,,,"[13,20]",false
وَضَعٌ (أَوضَاعٌ),"společenská situace, poměry",,[9],62,,,,,,,,,[50],,[20],false
ثَقَافَةٌ,kultura,,[9],79,,,,,,ṯaqāfatun,,,"[7,50]",,"[13,20]",false
مِنطَقَةٌ (مَنَاطِقُ),oblast,,[9],80,,,,,,mintaqatun (manātiqu),,,"[35,39,48]",,"[1,13,20]",false
سَفَرٌ,"cesta, cestování",,[9],81,,,,,,safarun,,,"[7,50]",,"[13,20]",false
رَاجَعَ,"projet si, zopakovat si",,[7],82,[3],,,,,rāǧaʿa,,,,,[20],false
رَجَعَ (ـِ),vrátit se,,[7],82,[7],,,,,,,,,,[20],false
تَمْرِينٌ,cvičení (úloha),,[9],83,,,,,,tamrīnun,,,"[48,88,89]",,"[1,13,20]",false
نَصٌّ (نُصُوصٌ),text,,[9],84,,,,,,,,,"[88,89]",,[20],false
دَرْسٌ (دُرُوسٌ),"školní hodina, lekce",,[9],74,,,,,,,,,[89],,[20],false
مُحَاضَرَةٌ,přednáška,,[9],9,,,,,,,,,"[88,89]",,[20],false
غَادَرَ,"odjet (odkud kam), vazba jako leave (x for /ilá/ y)",,[7],85,[3],,,,هـ إلى,ġādara -hu ilā,,,,,"[13,20]",false
خامِسٌ,pátý,,"[1,4]",86,,,,,,ḫāmisun,,,,,"[13,20]",false
يُولِْيُو,červenec,,[9],87,,,,,,jūlijū,,,[86],,"[13,20]",false
بَاكِرٌ,časný,,[1],88,,,,,,bākirun,,,[86],,"[13,20]",false
أَحَدٌ (إِحدَى),jeden (jedna),,"[4,9]",89,,,,,,,,,,,[20],false
مَطَارٌ,letiště,,[9],90,,,,,,maṭārun,,,"[9,12,41]",,"[13,20]",false
مَسُؤُولٌ,"zodpovědný představitel, činitel",,[1],33,,,,,,masʾūlun,,,"[33,60]",,"[13,20]",false
فُصحَى,spisovný jazyk,,[9],91,,,,,,fuṣḥā,,,[89],,[20],false
أوَّلاً,"nejprve, nejdříve",,"[2,4]",2,,,,,,awwalan,,,,,"[13,20,23]",false
إِنْتَقَلَ,"přesunout se, přejít, přestěhovat se",,[7],92,[8],,,,إلى,,,,,,[20],false
تالٍ (التالي),"další, následující",,[2],93,,,,,,,,,,,[20],false
مَبْسُوطٌ,spokojený,,[1],94,,,,,,mabsūṭun,,,,,"[13,20]",false
أَمَّا... فَــ...,jde-li o... pak...,,"[5,8]",95,,,,,,,,,,,[20],false
مُمْتِعٌ,"příjemný, zajímavý; požitek přinášející, zábavný",,[1],96,,,,,,mumtiʿun,,,,,"[1,13,20]",false
تَعَلَّمَ,"učit se, naučit se",,[7],97,[11],,,,هــ,taʿallama,,,,,"[13,20]",false
قِرَاءَةٌ,čtení,,[9],60,,,,,,qirāʾatun,,,"[19,27,89]",,"[13,20]",false
نَظَّمَ,organizovat něco,,[7],98,[4],,,,هــ,naẓẓama,,,,,"[13,20]",false
صَوَّرَ,"fotografovat, zobrazovat; líčit",,[7],99,[4],,,,,ṣawwara,,,"[5,67]",,"[13,20]",false
عَامِّيَّة,"hovorový jazyk, dialekt",,[9],100,,,,,,ʿāmmījatun,,,"[25,89]",,"[13,20]",false
صَعْبٌ,"těžký, obtížný",,[1],101,,,,,,ṣaʿbun,,,,,[20],false
خَاصَّةً,"zejména, (ob)zvláště, především",,[2],102,,,,,,,,,,,"[13,20]",false
يَومٌ (أَيَّامٌ),den,,[9],103,,,,,,,,,"[50,86]",,[20],false
أَوَّلٌ -- أُوْلَى,první,,"[1,4]",2,,,,,,,,,,,[20],false
فَهِمَ (ـَـ),rozumět,,[7],104,[7],,,,,fahima jafhamu,,,,,"[13,20]",false
عَاشِرٌ,desátý,,"[1,4]",105,,,,,,ʿāširun,,,,,"[13,20]",false
شَهْرٌ,měsíc,,[9],106,,,,,,,,,"[50,86]",,[20],false
أَغُسْطُس / أَوْتٌ,srpen (levanta / maghreb),,[9],87,,,,,,aġusṭus,,,"[42,86]",,"[13,20]",false
مُسَاعَدَةٌ,pomoc,,[9],107,,,,,,musāʿadatun,,,[7],,"[13,20]",false
زار,"navštívit, vz. qála",,[7],108,[7],,,,ه/هــ,,,,"[5,48,67]",,"[1,20]",false
قَالَ,"říct, že...",,[7],109,[7],,,,إِنَّ,,,,"[5,67]",,[20],false
قَضَى (ـِ، يَقْضِي),strávit časově,,[7],110,[7],,,,هـ,,,,"[3,67,80]",,[20],false
نَسِيَ,zapomenout (něco),,[7],111,[7],,,,هــ,,,,[67],,[20],false
أَتَى (ـِ),"přijít (إلى/لــ), přinést (بــ), vyplývat z čeho",,[7],112,[7],,,,,,,,"[6,3,48,67,80]",,"[1,20]",false
عَادَ,"vrátit se, vz. qála",,[7],113,[7],,,,,,,,"[5,35,67]",,[20],false
بَنَى,"postavit, vz. ramá",,[7],114,[7],,,,,,,,"[3,67,80]",,[20],false
دَعَا,pozvat (w),,[7],115,[7],,,,,,,,"[3,67]",,[20],false
بَاعَ (ـِ) بيْعٌ,prodat (něco někomu),,[7],116,[7],,,,هـ لِـ,,,,"[5,67]",,[20],false
جَاءَ (ـِـ),"přijít, vz. sára",,[7],117,[7],,,,,,,,"[5,67]",,[20],false
رَأَى,"vidět, vz. ramá?",,[7],118,[7],,,,,,,,"[5,67]",,[20],false
"لقي (ـَـ, لِقَاءٌ) {1}",potkat někoho,,[7],119,[7],,,,ه,,,,"[48,67]",,"[1,10,20,26]",false
بَدَأ (ـَـ) بَدْءٌ,začít něco/s něčím,,[7],120,[7],,,,هــ/بِـ,,,,[67],,[20],false
سَارَ,"jít, chodit, vz. sára",,[7],121,[7],,,,,,,,"[5,67]",,[20],false
خَافَ (ـَ) خَوْفٌ,bát se ((z) něčeho),,[7],122,[7],,,,من,,,,"[5,67]",,[20],false
خَافَ (ـَ) خَوْفٌ,"bát se, mít strach (o něco, někoho)",,[7],122,[7],,,,على,,,,"[5,67]",,"[20,23]",false
رَضِيَ,být spokojen (být rád),,[7],123,[7],,,,,,,,"[48,67]",,"[1,20]",false
نَامَ,"spát, usnout, vzor. qála",,[7],124,[7],,,,,,,,"[5,67]",,[20],false
"تَرَكَ (ـُـ, تَرْكٌ)","zanechat, nechat, opustit",,[7],125,[7],,,,,,,,[48],,"[1,20]",false
سَعِيدٌ (سُعَدَاءُ),šťastný,,[1],107,,,,,,saʿīdun (suʿadāʾu),,,,,"[13,20]",false
أُسْبُوعٌ (أَسَابِيَعُ),týden,,[9],126,,,,,,,,,[86],,[20],false
تَارِيخٌ (تَوَارِيخُ),"dějiny, historie",,[9],127,,,,,,tārīḫun,,,[24],,"[13,20]",false
لا ... بَعْدَ,ještě ne,,[8],3,,,,,,lā ... baʿda,,,,,[13],false
بَغْلٌ (أَبْغَالٌ),mezek,,[9],128,,,,,,baġlun abġālun,,,,,[13],false
تَاجِرٌ (تُجَّارٌ),"kupec, obchodník",,[9],129,,,,,,tāǧirun tuǧǧārun,,,,,[13],false
ترجمة (تراجمُ),překlad,,[9],130,,,,,,tarǧamatun tarāǧimu,,,,,[13],false
تَالٍ,následující,,[1],93,,,,,,,,,,,[13],false
تَمْرٌ (تُمُورٌ),datle,,[9],131,,,,,,tamrun tumūrun,,,[51],,"[2,13]",false
جَاهِزٌ,"hotový, připravený",,[1],132,,,,,,ǧāhizun,,,,,[13],false
حَدَثَ (ـُ) حُدُوثٌ,"stát se, přihodit se (zcela neutrální význam)",,[7],133,[7],,,,,hadaṯa jaḏuṯu,,,,,"[13,20]",false
حَرٌّ,"teplo, horko",,[9],134,,,,,,harrun,,,,,[13],false
حَضَرَ (ـُ) حُضُورٌ,zúčastnit se (něčeho) (1); dostavit se (někam) (2),,[7],9,[7],,,,إلى/هـ,ḥaḍara jaḥḍuru ḥuḍūrun,,,,,[13],false
حكاية,"příběh, vyprávění",,[9],135,,,,,,ḥikājatun,,,[29],,"[13,20]",false
حِمَارٌ (حَمِيرٌ),osel,,[9],136,,,,,,himārun hamīrun,,,,,[13],false
خِبْرَةٌ,zkušenost (s/v),,[9],54,,,,,بـ/في,ḫibratun,,,,,"[13,20]",false
من خِلال,prostřednictvím,,[2],69,,,,,,min xilāli,,,,,[13],false
مرعوب,"vylekaný, vystrašený",,[1],137,,,,,,marʿūbun,,,"[32,48]",,"[1,13]",false
رَغِبَ (ـَ),"přát si něco, toužit po",,[7],138,[7],,,,في,raġba jarġabu fī,,,,,"[13,20]",false
مسحور,"očarovaný, okouzlený",,[1],139,,,,,,mashūrun,,,[48],,"[1,13]",false
سريع,"rychlý, expresní",,[1],140,,,,,,sarīʿun,,,,,[13],false
سَمَاعٌ,"naslouchání, slyšení",,[9],141,,,,,,samāʿun,,,,,[13],false
سِيَاحِيٌ,turistický,,[1],142,,,,,,sijāhījun,,,,,[13],false
سَيْفٌ (سُيُوفٌ),meč,,[9],143,,,,,,sajfun (sujūfun),,,,,[13],false
شَدِيدٌ,"silný (ostrý, výrazný)",,[1],144,,,,,,šadīdun,,,"[35,54]",,"[13,20]",false
"شَعَرَ (ـُـ, شُعُورٌ)","cítit se, cítit (ne čichem)",,[7],145,[7],,,,بــ,šaʿara jašʿuru,,,,,"[13,20]",false
ضَرَبَ (ـِـ),"bít, uhodit",,[7],146,[7],,,,,ḍaraba jaḍribu,,,,,[13],false
ظَهَرَ (ـَ) ظُهُورٌ,"objevit se, ukázat se",,[7],147,[7],,,,,zahara jazharu,,,[35],,"[13,25]",false
عَجِيبٌ,"podivuhodný, zvláštní, neobvyklý",,[1],148,,,,,,ʿaǧībun,,,[55],,[13],false
فجأة,náhle,,[2],149,,,,,,faǧatan,,,,,[13],false
فرحة,"radost, potěšení",,[9],150,,,,,,farhatun,,,,,[13],false
مقابَلَة,schůzka (1); setkání (2),,[9],151,,,,,,muqābalatun,,,"[46,48]",,"[1,13,20]",false
استقبال,"přijetí, přivítání",,[9],151,,,,,,istiqbālun,,,,,[13],false
تَقَدَّمَ,"postoupit, přistoupit",,[7],152,[11],,,,,taqaddama,,,[48],,"[1,13]",false
قَذَفَ (ـِ),"házet, vrhat",,[7],153,[7],,,,,qaḏafa jaqḏifu,,,,,[13],false
قِصَّةٌ (قِصَصٌ),"povídka, příběh",,[9],154,,,,,,qissatun (qisasun),,,[35],,[13],false
قائمٌ {1},"spočívající na, vycházející z (1); stojící na {obou nohách} (2)",,[1],155,,,,,على {ٱلْقَدَمَيْنِ},,,,,,[13],false
كافٍ / كَافِيَّة,dostačující,,[1],156,,,,,,kāfin,,,,,[13],false
لَحْظَةٌ (لَحَظَاتٌ),"okamžik, chvíle",,[9],157,,,,,,lahzatun,,,,,[13],false
أَمْسَكَ,"držet, svírat, uchopit",,[7],158,[5],,,,بـ,amsaka (bi),,,,,[13],false
مَنَحَ (ـَ),udělit,,[7],72,[7],,,,ه هـ,manaha jamnahu,,,[13],,[13],false
مُنْذُ,"(již) od, před (časově)",,[6],159,,,,,,munḏu,,,,,[13],false
مَالٌ (أَمْوَالٌ),majetek,,[9],160,,,,,,mālun amwālun,,,[35],,[13],false
نجدة,záchrana,,[9],161,,,,,,naǧdatun,,,"[32,48]",,"[1,13]",false
مندوب,"zástupce, delegát",,[9],162,,,,,,mandūbun,,,,,[13],false
نص,text,,[9],84,,,,,,naṣṣun nuṣūṣun,,,[35],,[13],false
اِنْتَقَلَ,"přestěhovat se, přesunout se",,[7],92,[8],,,,إلى,intaqala ilā,,,,,"[13,20,23]",false
نَهَضَ (ـَ) نُهُوضٌ,vstát; zvednout se,,[7],163,[7],,,,,nahada,,,[48],,"[1,13,20]",false
متنوع,"rozličný, rozmanitý",,[1],164,,,,,,mutanawwiʿun,,,,,[13],false
نَوَاةٌ (نَوىً),pecka,,[9],165,,,,,,nawātun nawan,,,[48],,"[1,13]",false
هدية,"dar, dárek",,[9],166,,,,,,hadījatun (hadājā),,,,,[13],false
ولهذا,(a) proto,,[8],167,,,,,,walihādhā,,,,,[13],false
وَصَلَ (ـِ),"přijet, dorazit, dospět (k)",,[7],168,[7],,,,إلى,waṣala jaṣilu,,,"[6,67]",,[13],false
وَقْتٌ (أَوْقَاتٌ),"čas, doba",,[9],169,,,,,,waqtun (awqātun),,,[86],,"[13,20]",false
مؤسسة,"instituce, podnik",,[9],170,,,,,,muʾassasatun,,,[48],,"[1,14]",false
الخ. (= إلى آخره),atd.,,,171,,,,,,ilḫ. (ilā āḫirihi),,,[83],,[14],false
أَمِينٌ (أُمَنَاءُ),tajemník,,[9],172,,,,,,amīnun (umanāʾu),,,"[46,60]",,"[14,20]",false
فيما بعد,později,,[8],3,,,,,,fī mā baʿdu,,,,,[14],false
بوّاب,"vrátný, domovník; dveřník",,[9],173,,,,,,bawwābun,,,[60],,"[14,23]",false
بَيَانٌ (ات),"""údaj; oznámení, prohlášení; """"potaz""""""",,[9],174,,,,,,bajānun,,,[46],,"[14,20]",false
تجارة,"obchod, obchodní činnost",,[9],129,,,,,,tiǧāratun,,,,,[14],false
أثناءَ,během,,[6],175,,,,,,aṯnāʾa,,,,,[14],false
جدول,"rozvrh, rozpis",,[9],176,,,,,,ǧadwalun (ǧadāwilu),,,[48],,"[1,14]",false
جمعية,"shromáždění, sdružení",,[9],177,,,,,,ǧamʿījatun,,,,,[14],false
جميع,všechen,,[1],177,,,,,,ǧamīʿun,,,,,[14],false
تَجَوَّلَ,projít se,,[7],178,[11],,,,,taǧawwala,,,"[5,67]",,"[14,20]",false
جَوْلَةٌ {1},"procházka, vycházka (1) ; kolo (voleb, rozhovorů) (2)",,[9],178,,,,,,,,,[50],,"[14,20]",false
محادثاة,"rozhovory, jednání",,[9],133,,,,,,muhādaṯātun,,,"[35,48]",,"[1,14]",false
حسنُ ضِيَافَةٍ,pohostinnost,,[9],30,,,,,,ḥusnu ḍijāfatin,,,[50],,"[14,20]",false
حفلة,"večírek, oslava, párty",,[9],179,,,,,,ḥaflatun,,,"[46,85]",,"[14,20]",false
حكومي,"vládní, státni",,[1],180,,,,,,hukūmījun,,,,,[14],false
حلويات,sladkosti,,[9],181,,,,,,halawījātun,,,[28],,"[14,20]",false
تخرج,"ukončení studia, absolvování (+fí)",,[9],53,,,,,,taḫarruǧun,,,,,[14],false
دَوْرٌ (أدْوَارٌ) {1},"role, úloha",,[9],182,,,,,,dawrun adwārun,,,[46],,"[14,20,21]",false
إدارة,"správa, řízení; ředitelství",,[9],182,,,,,,idāratun,,,"[19,46,89]",,"[14,20]",false
مدير (مُداراءُ),"ředitel, manažer",,[9],182,,,,,,mudīrun (mudarāʾu),,,"[35,46,60,89]",,"[14,20]",false
اذاعة,"rádio, rozhlas",,[9],183,,,,,,iḏāʿatun,,,,,[14],false
رئيس,"předseda, prezident, vedoucí",,[9],15,,,,,,raʾīsun (ruʾasāʾu),,,,,[14],false
رجل الاعمال,podnikatel,,[9],21,,,,,,raǧulu al-aʿmāli,,,,,[14],false
زمن (أزمان/أزمنة),"čas, období",,[9],184,,,,,,zamanun (azmānun),,,[86],,"[14,20]",false
سِفَارَةٌ,velvyslanectví,,[9],81,,,,,,sifāratun,,,[46],,"[14,20]",false
سفیر (سُفَرَاءُ),velvyslanec,,[9],81,,,,,,safīrun sufarāʾu,,,,,[14],false
سياحة,"turistika, cestování",,[9],142,,,,,,sijāhatun,,,,,[14],false
سَائِرٌ,"zbývající, zbytek; ostatní",,[1],185,,,,,,sāʾirun,,,"[7,48]",,"[1,14,20]",false
شأنٌ (شُؤُونٌ),"věc, záležitost",,[9],186,,,,,,šaʾnun (šuʾūnun),,,,,[14],false
شَابٌّ (شُبَبَاءُ),mladý člověk,,[9],187,,,,,,šābbun šabābun,,,[35],,[14],false
مَشْرُوبٌ (ات),"nápoj, pití",,[9],188,,,,,,mašrūbun -āt,,,[50],,"[14,20]",false
شَرَحَ (ـَ) شَرْحٌ,"vysvětlit, popsat",,[7],189,[7],,,,,šaraḥa (jašraḥu) šarḥun,,,[48],,"[1,14,20]",false
صَحَفِيٌّ,"publicistický, tiskový (1); novinář (2)",,"[1,9]",190,,,,,,sahafījun,,,[60],,[14],false
طبيعي,"přírodní, přirozený",,[1],191,,,,,,tabīʿījun,,,,,"[14,20]",false
تَعَرَّفَ,"seznámit se s někým/něcím, poznat někoho",,[7],29,[11],,,,على/بـ,taʿarrafa,,,,,"[11,14,20,22]",false
تَعَرُّفٌ,seznámení se s,,[9],29,,,,,على/بـ,taʿarrufun,,,[19],,[14],false
عريق,"starobylý, starý",,[1],192,,,,,,ʿarīqun,,,,,"[14,20]",false
مُعَاصِرٌ,současný (1) ; současník (2),,[1],193,,,,,,mu³āsirun,,حَالِيٌّ، رَاهِنٌ,"[9,41,48]",,"[1,12,14,20]",false
تعليم,"školství, vzdělání, výuka",,[9],97,,,,,,taʿlīmun,,,[89],,"[14,20]",false
عالٍ,vysoký,,[1],194,,,,,,"ʿālin (ʿālī, ʿālīja)",,,[48],,"[1,14,20]",false
عَامٌّ,"obecný, všeobecný, veřejný, generální",,[1],100,,,,,,ʿāmmun,,,,,"[14,20]",false
عميد,děkan,,[9],195,,,,,,ʿamīdun,,,,,"[1,14]",false
عندما,když,,[8],196,,,,,,ʿindamā,,,,,[14],false
اِفْتَتَحَ,"zahájit, slavnostně otevřít",,[7],197,[8],,,,,iftataḥa,,,,,"[14,21]",false
فترة,"období, čas",,[9],198,,,,,,fatratun,,,[86],,"[14,20]",false
تَفَرَّجَ,prohlédnout si,,[7],199,[11],,,,على,tafarraǧa,,,[48],,"[1,14,20]",false
فرصة (فرص),"příležitost, šance (k čemu; opportunity; jedinečná, mimořádná, neopakovatelná)",,[9],200,,,,,,furṣatun (furaṣun),,,[50],,"[14,20]",false
قَبِلَ (ـَ),přijmout,,[7],151,[7],,,,,qabila jaqbalu,,,,,[14],false
قدّم,"nabídnout, představit, poskytnout, podat (žádost)",,[7],152,[4],,,,,qaddama,,,[48],,"[1,14,20]",false
متقدم,"uchazeč, žadatel",,[9],152,,,,,,mutaqadimun,,,"[35,81]",,[14],false
مقرٌّ,"sídlo, rezidence",,[9],201,,,,,,maqarrun,,,"[9,46]",,"[14,20]",false
قسم,"oddělení, katedra",,[9],202,,,,,,qismun (aqsāmun),,,,,[14],false
قضية,"případ, otázka (např. politická)",,[9],110,,,,,,qadījatun (qadājā),,,[35],,[14],false
مستقل,"nezávislý, samostatný",,[1],55,,,,,,mustaqilun,,,,,[14],false
قاعة,"sál, hala (1); terminál (2)",,[9],203,,,,,,qāʿatun,,,[9],,"[14,20,21]",false
كما,"rovněž, také",,[2],24,,,,,,kamā,,,,,"[14,20]",false
ماض,"minulý, uplynulý",,[1],204,,,,,,mādin,,,,,[14],false
مالي,finanční,,[1],160,,,,,,mālījun,,,,,[14],false
منها,např.,,,95,,,,,,minhā,,,"[35,83]",,[14],false
نبأ,zpráva,,[9],205,,,,,,nabaʾun (anbāʾun),,,[48],,"[1,14]",false
